"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"932","Endoplasmic Reticulum Membrane Organization (GO:0090158)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"TRDN"
"933","Epithelial Cell-Cell Adhesion (GO:0090136)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"VCL"
"934","Ganglion Development (GO:0061548)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"UNC5C"
"935","Intestinal Lipid Absorption (GO:0098856)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"AKR1C1"
"936","Intracellular Copper Ion Homeostasis (GO:0006878)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"PRNP"
"937","Macrophage Chemotaxis (GO:0048246)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"CCL2"
"938","Mast Cell Mediated Immunity (GO:0002448)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"S100A13"
"939","Negative Regulation Of Amyloid Fibril Formation (GO:1905907)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"CLU"
"940","Negative Regulation Of Fibrinolysis (GO:0051918)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"THBS1"
"941","Negative Regulation Of Glucose Transmembrane Transport (GO:0010829)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"PEA15"
"942","Negative Regulation Of Leukocyte Chemotaxis (GO:0002689)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"DUSP1"
"943","Negative Regulation Of Potassium Ion Transmembrane Transport (GO:1901380)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"CASQ2"
"944","Negative Regulation Of Vascular Permeability (GO:0043116)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"CLDN5"
"945","Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090190)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"LHX1"
"946","Positive Regulation Of Coagulation (GO:0050820)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"THBS1"
"947","Positive Regulation Of Hemostasis (GO:1900048)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"THBS1"
"948","Positive Regulation Of Keratinocyte Proliferation (GO:0010838)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"REG3G"
"949","Positive Regulation Of Lipid Transport (GO:0032370)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"TSPO"
"950","Positive Regulation Of Muscle Contraction (GO:0045933)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"NMU"
"951","Positive Regulation Of Platelet Aggregation (GO:1901731)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"IL6ST"
"952","Positive Regulation Of Protein Maturation (GO:1903319)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"NKD2"
"953","Presynapse Organization (GO:0099172)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"WNT5A"
"954","Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"PRNP"
"955","Regulation Of Astrocyte Differentiation (GO:0048710)","1/11",0.161206178040629,0.342668629761755,0,0,6.22563291139241,11.3622228572604,"ID2"
"956","Negative Regulation Of Protein Kinase Activity (GO:0006469)","3/88",0.163737371128512,0.346209463459745,0,0,2.20284750843012,3.98603390909129,"CDKN1C;MVP;SLC8A1"
"957","Central Nervous System Development (GO:0007417)","7/283",0.164154398855275,0.346209463459745,0,0,1.58776297335203,2.8690048713444,"SOX3;CNTNAP2;DDIT4;CXCR4;GRIK1;PAX6;FLNB"
"958","Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)","19/938",0.164317666255117,0.346209463459745,0,0,1.30180894026919,2.35100671838126,"OSR2;TFAP2B;WNT5A;CKAP2;PAX3;PAX6;ASCL1;NR3C1;NFKBIA;SOX3;CXCL10;DAB2;KLF6;SALL1;RGCC;HAND2;SQSTM1;ATF3;NEUROG2"
"959","Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)","2/46",0.165089044644844,0.346209463459745,0,0,2.83391053391053,5.10463883829483,"MVP;IFI6"
"960","Regulation Of Fibroblast Proliferation (GO:0048145)","2/46",0.165089044644844,0.346209463459745,0,0,2.83391053391053,5.10463883829483,"CDK6;WNT5A"
"961","Regulation Of Interleukin-10 Production (GO:0032653)","2/46",0.165089044644844,0.346209463459745,0,0,2.83391053391053,5.10463883829483,"CD47;TNFRSF21"
"962","Response To Glucose (GO:0009749)","2/46",0.165089044644844,0.346209463459745,0,0,2.83391053391053,5.10463883829483,"PRKAA2;THBS1"
"963","Response To Hydrogen Peroxide (GO:0042542)","2/46",0.165089044644844,0.346209463459745,0,0,2.83391053391053,5.10463883829483,"CLU;RHOB"
"964","Development Of Primary Male Sexual Characteristics (GO:0046546)","2/46",0.165089044644844,0.346209463459745,0,0,2.83391053391053,5.10463883829483,"TGFB2;WNT5A"
"965","Homotypic Cell-Cell Adhesion (GO:0034109)","2/46",0.165089044644844,0.346209463459745,0,0,2.83391053391053,5.10463883829483,"CSRP1;VCL"
"966","Male Gonad Development (GO:0008584)","2/46",0.165089044644844,0.346209463459745,0,0,2.83391053391053,5.10463883829483,"TGFB2;WNT5A"
"967","Mitotic G2/M Transition Checkpoint (GO:0044818)","2/46",0.165089044644844,0.346209463459745,0,0,2.83391053391053,5.10463883829483,"CDK1;CDC6"
"968","Positive Regulation Of Cell-Cell Adhesion (GO:0022409)","2/46",0.165089044644844,0.346209463459745,0,0,2.83391053391053,5.10463883829483,"ANK3;CD47"
"969","Regulation Of Interleukin-2 Production (GO:0032663)","2/47",0.170723259642218,0.350744520034947,0,0,2.77079365079365,4.89796351832311,"PRNP;HDAC9"
"970","Bicellular Tight Junction Assembly (GO:0070830)","2/47",0.170723259642218,0.350744520034947,0,0,2.77079365079365,4.89796351832311,"CLDN5;MARVELD3"
"971","Epithelial To Mesenchymal Transition (GO:0001837)","2/47",0.170723259642218,0.350744520034947,0,0,2.77079365079365,4.89796351832311,"TGFB2;WNT5A"
"972","Positive Regulation Of Lymphocyte Activation (GO:0051251)","2/47",0.170723259642218,0.350744520034947,0,0,2.77079365079365,4.89796351832311,"CCL2;CD47"
"973","Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)","2/47",0.170723259642218,0.350744520034947,0,0,2.77079365079365,4.89796351832311,"ID2;THBS1"
"974","Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)","3/90",0.171484195198484,0.350744520034947,0,0,2.15198770041731,3.79452281266698,"PRNP;ANGPT1;EFNA5"
"975","Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066)","3/90",0.171484195198484,0.350744520034947,0,0,2.15198770041731,3.79452281266698,"NTRK2;TGFB2;UNC5B"
"976","Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800)","3/90",0.171484195198484,0.350744520034947,0,0,2.15198770041731,3.79452281266698,"DAB2;CLU;NKD2"
"977","Protein Localization To Plasma Membrane (GO:0072659)","4/137",0.173196988928572,0.350744520034947,0,0,1.87849816233875,3.29361904521395,"EMP2;ANK3;TNIK;NKD2"
"978","Regulation Of Chromosome Separation (GO:1905818)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"SMC2"
"979","MyD88-dependent Toll-Like Receptor Signaling Pathway (GO:0002755)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"REG3G"
"980","Regulation Of Interleukin-5 Production (GO:0032674)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"TNFRSF21"
"981","Actin-Myosin Filament Sliding (GO:0033275)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"MYL1"
"982","Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:0051315)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"NUF2"
"983","Axonal Transport Of Mitochondrion (GO:0019896)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"NEFL"
"984","cAMP Metabolic Process (GO:0046058)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"ADCY2"
"985","Calcium Ion Import (GO:0070509)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"SLC8A1"
"986","Cardiac Right Ventricle Morphogenesis (GO:0003215)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"TGFB2"
"987","Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048385)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"CYP26A1"
"988","Cellular Component Maintenance (GO:0043954)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"PRNP"
"989","Cellular Response To Leucine Starvation (GO:1990253)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"SESN3"
"990","Relaxation Of Cardiac Muscle (GO:0055119)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"SLC8A1"
"991","Dendrite Self-Avoidance (GO:0070593)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"ROBO3"
"992","Response To Thyroid Hormone (GO:0097066)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"CTSB"
"993","Sodium Ion Export Across Plasma Membrane (GO:0036376)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"ATP1A3"
"994","Epithelial Cell Morphogenesis (GO:0003382)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"DACT2"
"995","Sphingomyelin Metabolic Process (GO:0006684)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"SMPD3"
"996","Synaptic Membrane Adhesion (GO:0099560)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"LRRC4C"
"997","Lipid Droplet Formation (GO:0140042)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"RNF213"
"998","Macrophage Migration (GO:1905517)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"CCL2"
"999","Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"DKK3"
"1000","Negative Regulation Of Cell Cycle Phase Transition (GO:1901988)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"RGCC"
"1001","Negative Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010745)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"NFKBIA"
"1002","Negative Regulation Of Mononuclear Cell Migration (GO:0071676)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"DUSP1"
"1003","Negative Regulation Of Potassium Ion Transport (GO:0043267)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"CASQ2"
"1004","Neutrophil Mediated Immunity (GO:0002446)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"ANXA3"
"1005","Phosphatidylcholine Acyl-Chain Remodeling (GO:0036151)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"TSPO"
"1006","Phospholipid Homeostasis (GO:0055091)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"FABP3"
"1007","Positive Regulation Of T Cell Chemotaxis (GO:0010820)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"WNT5A"
"1008","Positive Regulation Of Cellular Extravasation (GO:0002693)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"CD47"
"1009","Positive Regulation Of Regulated Secretory Pathway (GO:1903307)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"SYT4"
"1010","Positive Regulation Of Sodium Ion Transport (GO:0010765)","1/12",0.174508357258767,0.350744520034947,0,0,5.65937859608746,9.88004493954865,"ANK3"
"1011","Lymphocyte Differentiation (GO:0030098)","3/91",0.175396483248761,0.351485548859807,0,0,2.12742472495657,3.7032215133028,"ZAP70;KLF6;HDAC9"
"1012","Positive Regulation Of MAP Kinase Activity (GO:0043406)","3/91",0.175396483248761,0.351485548859807,0,0,2.12742472495657,3.7032215133028,"WNT5A;FGF18;THBS1"
"1013","Regulation Of Actin Cytoskeleton Organization (GO:0032956)","3/91",0.175396483248761,0.351485548859807,0,0,2.12742472495657,3.7032215133028,"EFNA5;CLU;CORO2B"
"1014","Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)","2/48",0.176389076153117,0.352778152306234,0,0,2.7104209799862,4.7027513299845,"DUSP26;DUSP6"
"1015","Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379)","2/48",0.176389076153117,0.352778152306234,0,0,2.7104209799862,4.7027513299845,"AKR1C1;THBS1"
"1016","B Cell Activation (GO:0042113)","3/92",0.179333597672764,0.357961851795193,0,0,2.10341372647248,3.61473233496368,"ZAP70;KLF6;HDAC9"
"1017","Steroid Metabolic Process (GO:0008202)","3/92",0.179333597672764,0.357961851795193,0,0,2.10341372647248,3.61473233496368,"CYP26A1;AKR1C1;TSPO"
"1018","Endocytosis (GO:0006897)","5/189",0.181832631034146,0.359327133915385,0,0,1.69828246934225,2.89500884137979,"DAB2;MYL1;ANXA3;RHOJ;OCIAD2"
"1019","Erythrocyte Differentiation (GO:0030218)","2/49",0.182084087594659,0.359327133915385,0,0,2.65261735900034,4.51816781167879,"ID2;SLC1A5"
"1020","Unsaturated Fatty Acid Metabolic Process (GO:0033559)","2/49",0.182084087594659,0.359327133915385,0,0,2.65261735900034,4.51816781167879,"SCD;PTGR1"
"1021","Negative Regulation Of DNA Metabolic Process (GO:0051053)","2/49",0.182084087594659,0.359327133915385,0,0,2.65261735900034,4.51816781167879,"ANKRD1;CDC6"
"1022","Negative Regulation Of T Cell Activation (GO:0050868)","2/49",0.182084087594659,0.359327133915385,0,0,2.65261735900034,4.51816781167879,"ILDR2;TNFRSF21"
"1023","Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154)","2/49",0.182084087594659,0.359327133915385,0,0,2.65261735900034,4.51816781167879,"IFI6;THBS1"
"1024","Positive Regulation Of miRNA Metabolic Process (GO:2000630)","2/49",0.182084087594659,0.359327133915385,0,0,2.65261735900034,4.51816781167879,"TGFB2;NR3C1"
"1025","Positive Regulation Of Nervous System Development (GO:0051962)","2/49",0.182084087594659,0.359327133915385,0,0,2.65261735900034,4.51816781167879,"SLITRK6;EPHB1"
"1026","Negative Regulation Of Amide Metabolic Process (GO:0034249)","3/93",0.183294725299261,0.359327133915385,0,0,2.07993630573248,3.52894452631564,"NTRK2;PRNP;CLU"
"1027","Positive Regulation Of Cellular Component Biogenesis (GO:0044089)","3/93",0.183294725299261,0.359327133915385,0,0,2.07993630573248,3.52894452631564,"SMPD3;RGCC;CLU"
"1028","ATP Transport (GO:0015867)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"CD47"
"1029","Regulation Of Gastrulation (GO:0010470)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"LHX1"
"1030","Acute-Phase Response (GO:0006953)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"APOL2"
"1031","Atrial Septum Development (GO:0003283)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"TGFB2"
"1032","Cardiocyte Differentiation (GO:0035051)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"TGFB2"
"1033","Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905897)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"CLU"
"1034","Regulation Of Short-Term Neuronal Synaptic Plasticity (GO:0048172)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"SHISA9"
"1035","Regulation Of Vasculogenesis (GO:2001212)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"EMP2"
"1036","Relaxation Of Muscle (GO:0090075)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"SLC8A1"
"1037","Response To Chemokine (GO:1990868)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"DUSP1"
"1038","Cranial Nerve Development (GO:0021545)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"SALL1"
"1039","Cytoplasmic Sequestering Of Protein (GO:0051220)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"NFKBIA"
"1040","Cytoplasmic Sequestering Of Transcription Factor (GO:0042994)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"NFKBIA"
"1041","Thymus Development (GO:0048538)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"HAND2"
"1042","Interleukin-6-Mediated Signaling Pathway (GO:0070102)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"IL6ST"
"1043","Intracellular Potassium Ion Homeostasis (GO:0030007)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"ATP1A3"
"1044","Mature B Cell Differentiation Involved In Immune Response (GO:0002313)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"MFNG"
"1045","Membrane Depolarization During Action Potential (GO:0086010)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"SLC8A1"
"1046","Microvillus Organization (GO:0032528)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"TNIK"
"1047","Mitochondrial DNA Metabolic Process (GO:0032042)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"RRM1"
"1048","ncRNA Transcription (GO:0098781)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"CAVIN1"
"1049","Negative Regulation Of Bone Mineralization (GO:0030502)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"RFLNB"
"1050","Negative Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090051)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"THBS1"
"1051","Negative Regulation Of Interleukin-12 Production (GO:0032695)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"THBS1"
"1052","Positive Regulation Of Chromosome Separation (GO:1905820)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"SMC2"
"1053","Positive Regulation Of Macrophage Chemotaxis (GO:0010759)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"THBS1"
"1054","Regulation Of ERBB Signaling Pathway (GO:1901184)","1/13",0.187600236285976,0.359327133915385,0,0,5.1875,8.68098028624539,"IFI6"
"1055","G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)","2/50",0.187805955213903,0.359327133915385,0,0,2.59722222222222,4.34345420043512,"NPY;CCL2"
"1056","Regulation Of Interleukin-12 Production (GO:0032655)","2/50",0.187805955213903,0.359327133915385,0,0,2.59722222222222,4.34345420043512,"CD47;THBS1"
"1057","Blood Circulation (GO:0008015)","2/50",0.187805955213903,0.359327133915385,0,0,2.59722222222222,4.34345420043512,"CXCL10;TRDN"
"1058","Cell Chemotaxis (GO:0060326)","2/50",0.187805955213903,0.359327133915385,0,0,2.59722222222222,4.34345420043512,"LPAR1;EPHB1"
"1059","Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039)","2/50",0.187805955213903,0.359327133915385,0,0,2.59722222222222,4.34345420043512,"CNTNAP2;TNIK"
"1060","Positive Regulation Of Developmental Growth (GO:0048639)","2/50",0.187805955213903,0.359327133915385,0,0,2.59722222222222,4.34345420043512,"SYT4;SYT1"
"1061","Positive Regulation Of Fat Cell Differentiation (GO:0045600)","2/50",0.187805955213903,0.359327133915385,0,0,2.59722222222222,4.34345420043512,"FRZB;ID2"
"1062","Protein Localization To Cell Periphery (GO:1990778)","4/142",0.188949164697063,0.361174015381391,0,0,1.80997360744548,3.01591788131062,"EMP2;ANK3;TNIK;NKD2"
"1063","Protein Localization To Membrane (GO:0072657)","5/192",0.18993006421556,0.362707460355208,0,0,1.67078020019196,2.77533191732467,"RAB38;EMP2;ANK3;TNIK;NKD2"
"1064","SMAD Protein Signal Transduction (GO:0060395)","2/51",0.19355240672651,0.366322963737377,0,0,2.54408811143505,4.17791922224196,"GDF10;TGFB2"
"1065","Regulation Of Stress-Activated MAPK Cascade (GO:0032872)","2/51",0.19355240672651,0.366322963737377,0,0,2.54408811143505,4.17791922224196,"TGFB2;EPHB1"
"1066","Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024)","2/51",0.19355240672651,0.366322963737377,0,0,2.54408811143505,4.17791922224196,"SPRY4;EFNA5"
"1067","Cholesterol Transport (GO:0030301)","2/51",0.19355240672651,0.366322963737377,0,0,2.54408811143505,4.17791922224196,"AKR1C1;CLU"
"1068","Negative Regulation Of MAP Kinase Activity (GO:0043407)","2/51",0.19355240672651,0.366322963737377,0,0,2.54408811143505,4.17791922224196,"DUSP1;SPRY4"
"1069","Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)","2/51",0.19355240672651,0.366322963737377,0,0,2.54408811143505,4.17791922224196,"HDAC9;PHF19"
"1070","Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377)","2/51",0.19355240672651,0.366322963737377,0,0,2.54408811143505,4.17791922224196,"SQSTM1;NKD2"
"1071","Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078)","2/51",0.19355240672651,0.366322963737377,0,0,2.54408811143505,4.17791922224196,"SQSTM1;NKD2"
"1072","Receptor Internalization (GO:0031623)","2/51",0.19355240672651,0.366322963737377,0,0,2.54408811143505,4.17791922224196,"RAB31;CD9"
"1073","Regulation Of Protein Localization To Nucleus (GO:1900180)","2/52",0.1993212346339,0.366322963737377,0,0,2.49307936507937,4.02093191879318,"DTX3L;CDK1"
"1074","Cardiac Muscle Tissue Development (GO:0048738)","2/52",0.1993212346339,0.366322963737377,0,0,2.49307936507937,4.02093191879318,"ANKRD1;TTN"
"1075","Regulation Of Cell Development (GO:0060284)","2/52",0.1993212346339,0.366322963737377,0,0,2.49307936507937,4.02093191879318,"ASCL1;HDAC9"
"1076","Regulation Of Defense Response (GO:0031347)","3/97",0.199363263910086,0.366322963737377,0,0,1.99102181867462,3.21077488848529,"WNT5A;NLRP1;USP18"
"1077","Regulation Of Endothelial Cell Chemotaxis (GO:2001026)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"THBS1"
"1078","Regulation Of Establishment Of Protein Localization (GO:0070201)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"CORO2B"
"1079","Regulation Of Exit From Mitosis (GO:0007096)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"RGCC"
"1080","Regulation Of Macrophage Differentiation (GO:0045649)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"ID2"
"1081","Aorta Development (GO:0035904)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"TFAP2B"
"1082","Regulation Of Neuron Projection Arborization (GO:0150011)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"WNT5A"
"1083","Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000050)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"RNF213"
"1084","Bone Morphogenesis (GO:0060349)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"OSR2"
"1085","Ceramide Transport (GO:0035627)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"PLTP"
"1086","Copper Ion Homeostasis (GO:0055070)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"PRNP"
"1087","Embryonic Cranial Skeleton Morphogenesis (GO:0048701)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"LHX1"
"1088","Smooth Muscle Contraction (GO:0006939)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"SLC8A1"
"1089","Genitalia Development (GO:0048806)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"WNT5A"
"1090","Vascular Endothelial Growth Factor Signaling Pathway (GO:0038084)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"VEGFD"
"1091","Hyaluronan Metabolic Process (GO:0030212)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"HAS2"
"1092","Mammary Gland Epithelium Development (GO:0061180)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"ID2"
"1093","Membrane Raft Organization (GO:0031579)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"EMP2"
"1094","Microvillus Assembly (GO:0030033)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"TNIK"
"1095","Mitochondrion Transport Along Microtubule (GO:0047497)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"NEFL"
"1096","Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"FANCD2"
"1097","Negative Regulation Of Chondrocyte Differentiation (GO:0032331)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"RFLNB"
"1098","Negative Regulation Of Nucleocytoplasmic Transport (GO:0046823)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"SP100"
"1099","Negative Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010801)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"CALM2"
"1100","Neuron Cell-Cell Adhesion (GO:0007158)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"NRXN3"
"1101","Pancreas Development (GO:0031016)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"ILDR2"
"1102","Pathway-Restricted SMAD Protein Phosphorylation (GO:0060389)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"TGFB2"
"1103","Positive Regulation Of Acute Inflammatory Response (GO:0002675)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"IL6ST"
"1104","Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028)","1/14",0.20048512941489,0.366322963737377,0,0,4.78821811100292,7.69473929723326,"FGF18"
